First Name,Last Name,Email,Phone,Gender,Age,Job Title,Years of Experience,Salary,Department,Other Languages
Christian,Roberts,christian.roberts886@slingacademy.com,683.546.7616,Male,42,Film/video editor,1,90000,Legal,"Mandarin, Korean"
Stuvan,Master,stuvan.master292@slingacademy.com,248.434.7731x04922,Female,20,"Psychotherapist, child",6,61239,Administrative,Arabic
Anvi,Tak,anvi.tak689@slingacademy.com,5743336632,Female,59,Equities trader,6,149000,Product,
Sara,Cain,sara.cain156@slingacademy.com,+1-539-458-5245,Female,64,Immigration officer,6,129000,Finance,"Hindi, Hindi"
Stephanie,Smith,stephanie.smith394@slingacademy.com,226-584-2651x975,Female,59,Agricultural engineer,12,101420,Sales,
琳,周,琳.周43@slingacademy.com,+1-229-525-0285x44964,Female,18,Economist,3,149000,Product,Korean
Prerak,Madan,prerak.madan722@slingacademy.com,(340)977-3910x091,Female,27,Seismic interpreter,4,149000,Product,Hindi
Saira,Wagle,saira.wagle175@slingacademy.com,001-632-203-6169,Male,29,Photographer,2,85000,Human Resource,Tagalog
Stephen,Simon,stephen.simon671@slingacademy.com,(260)275-8311,Male,40,Glass blower/designer,15,116670,Operations,"Spanish, Hindi"
Armaan,Bajaj,armaan.bajaj651@slingacademy.com,+1-459-461-7042,Male,26,Geoscientist,10,90000,Legal,"Korean, Hindi"
Ian,Walker,ian.walker170@slingacademy.com,372-278-2704x148,Male,53,"Engineer, structural",8,131000,I/T,"Arabic, Arabic"
Nishith,Gola,nishith.gola739@slingacademy.com,5415201218,Male,61,Food technologist,11,78000,Marketing,"Tagalog, Spanish"
Tiya,Bhatnagar,tiya.bhatnagar140@slingacademy.com,861-472-7905,Female,39,"Surveyor, minerals",12,129000,Finance,"Mandarin, Hindi"
Michael,Bell,michael.bell60@slingacademy.com,001-515-404-8854,Male,66,Health and safety inspector,12,149000,Product,
Jessica,Klein,jessica.klein183@slingacademy.com,640-212-4005,Female,30,Broadcast journalist,4,116670,Operations,Arabic
Oswaldo,Páez,oswaldo.páez814@slingacademy.com,996.739.8109,Female,54,"Administrator, sports",6,131000,I/T,Hindi
Raunak,Sathe,raunak.sathe852@slingacademy.com,(433)762-1139x1114,Male,41,Optometrist,4,61239,Administrative,
Anya,Dyal,anya.dyal709@slingacademy.com,(453)853-6908x3868,Male,58,Arts development officer,14,61239,Administrative,Mandarin
欢,张,欢.张561@slingacademy.com,(996)700-4082x045,Male,39,Patent examiner,14,131000,I/T,
Stacy,Weiss,stacy.weiss101@slingacademy.com,217-772-3857x71193,Female,32,Financial trader,11,149000,Product,
Azad,Chander,azad.chander709@slingacademy.com,697-384-0974x70458,Female,62,Radio producer,1,85000,Human Resource,Hindi
Desiree,Roberts,desiree.roberts203@slingacademy.com,(376)278-2558x22935,Female,24,"Surveyor, rural practice",14,90000,Legal,
Tabitha,Flores,tabitha.flores761@slingacademy.com,(962)284-6744x723,Female,38,Broadcast engineer,13,85000,Human Resource,"Hindi, Spanish"
Jivin,Tank,jivin.tank549@slingacademy.com,983-868-7342x44522,Female,55,Land,11,101420,Sales,"Arabic, Arabic"
Shlok,Randhawa,shlok.randhawa504@slingacademy.com,(345)855-3488x5544,Female,57,"Psychologist, forensic",1,116670,Operations,
Vihaan,Sant,vihaan.sant100@slingacademy.com,741-555-1115x10748,Female,19,Fish farm manager,3,116670,Operations,Arabic
Donna,Cox,donna.cox582@slingacademy.com,259.445.0978,Female,26,Manufacturing engineer,6,129000,Finance,"Korean, Tagalog"
Lori,Carr,lori.carr705@slingacademy.com,+1-202-369-3175x9939,Female,52,Electrical engineer,12,116670,Operations,Korean
Isaiah,Hamilton,isaiah.hamilton954@slingacademy.com,848.294.2730x5252,Male,45,Dealer,2,78000,Marketing,Korean
Tushar,Sha,tushar.sha545@slingacademy.com,+1-620-225-4341x37874,Male,24,Musician,9,149000,Product,
Derek,Walker,derek.walker997@slingacademy.com,856-235-1698x429,Male,60,"Engineer, maintenance",14,149000,Product,Spanish
Devansh,Rao,devansh.rao591@slingacademy.com,+1-642-503-5660x168,Female,33,Music tutor,3,131000,I/T,
James,Olson,james.olson380@slingacademy.com,+1-392-388-2312x22204,Male,34,"Lecturer, higher education",5,149000,Product,
Hazel,Desai,hazel.desai468@slingacademy.com,5442459174,Female,18,General practice doctor,7,85000,Human Resource,"Arabic, Spanish"
Himmat,Tripathi,himmat.tripathi816@slingacademy.com,001-794-917-8235x880,Male,27,"Engineer, electrical",6,61239,Administrative,
Cynthia,Gonzalez,cynthia.gonzalez903@slingacademy.com,503.241.9215,Female,37,Barista,10,149000,Product,Tagalog
Lakshay,Agarwal,lakshay.agarwal958@slingacademy.com,001-937-773-5777,Female,43,Photographer,6,149000,Product,"Mandarin, Tagalog"
Arnav,Bhavsar,arnav.bhavsar800@slingacademy.com,+1-595-217-4374,Male,33,Musician,5,116670,Operations,"Spanish, Arabic"
岩,韩,岩.韩498@slingacademy.com,(223)311-8074,Male,55,Community arts worker,2,129000,Finance,"Tagalog, Arabic"
Lauren,Brewer,lauren.brewer610@slingacademy.com,+1-655-295-6247x621,Female,45,Cabin crew,1,101420,Sales,Tagalog
Michael,Butler,michael.butler977@slingacademy.com,934-480-4978,Male,25,"Nurse, learning disability",1,61239,Administrative,
준서,이,준서.이960@slingacademy.com,640-585-5728x8297,Male,33,Minerals surveyor,9,116670,Operations,
Bhamini,Khosla,bhamini.khosla810@slingacademy.com,9537863731,Female,38,Trade union research officer,2,61239,Administrative,Arabic
Sana,Dayal,sana.dayal106@slingacademy.com,565.870.3133,Male,69,Theme park manager,12,85000,Human Resource,"Tagalog, Korean"
Lori,Calderon,lori.calderon905@slingacademy.com,826.872.4967,Female,55,"Engineer, building services",13,61239,Administrative,"Arabic, Spanish"
Scott,Cole,scott.cole872@slingacademy.com,410-425-2167x9885,Male,44,Theatre director,13,131000,I/T,Spanish
Kristen,Carter,kristen.carter878@slingacademy.com,786-815-9863,Female,22,"Accountant, chartered certified",2,129000,Finance,Mandarin
Nayantara,D’Alia,nayantara.d’alia870@slingacademy.com,001-728-263-4892x3587,Male,51,"Psychotherapist, child",11,85000,Human Resource,"Arabic, Hindi"
Cory,Anderson,cory.anderson98@slingacademy.com,(255)640-9770x85110,Male,35,Pensions consultant,4,149000,Product,
Keya,Kapur,keya.kapur769@slingacademy.com,+1-404-945-8026,Male,64,Accounting technician,13,116670,Operations,
Hunar,Wali,hunar.wali408@slingacademy.com,(682)414-0249x289,Female,32,"Buyer, industrial",1,116670,Operations,
Tina,Burnett,tina.burnett128@slingacademy.com,704-388-4878x049,Female,60,"Teacher, adult education",2,90000,Legal,Hindi
Paul,White,paul.white772@slingacademy.com,747-621-1386x5227,Male,52,"Accountant, chartered public finance",1,78000,Marketing,"Tagalog, Tagalog"
Anita,Moran,anita.moran521@slingacademy.com,(283)577-5813x165,Female,49,Lexicographer,14,116670,Operations,Korean
Justin,Brown,justin.brown229@slingacademy.com,001-685-306-5296x081,Male,63,"Pharmacist, hospital",13,85000,Human Resource,Hindi
Sandra,Flores,sandra.flores43@slingacademy.com,401-320-7054x43414,Female,37,"Social research officer, government",4,90000,Legal,
Kristin,Arias,kristin.arias182@slingacademy.com,(922)622-4839x1470,Female,46,Aid worker,9,61239,Administrative,"Korean, Mandarin"
Lori,Dean,lori.dean939@slingacademy.com,(415)825-0850x5728,Female,34,Fast food restaurant manager,14,131000,I/T,
Ashley,Kim,ashley.kim766@slingacademy.com,001-833-439-0271x2691,Female,44,Community arts worker,4,116670,Operations,
Jiya,Majumdar,jiya.majumdar536@slingacademy.com,001-508-653-9602x4606,Female,58,Retail buyer,7,61239,Administrative,
Brian,Proctor,brian.proctor954@slingacademy.com,+1-569-832-4445x210,Male,43,"Production assistant, television",13,85000,Human Resource,Hindi
红梅,张,红梅.张812@slingacademy.com,+1-899-525-1880x454,Female,32,Financial planner,4,90000,Legal,
Barbara,Hill,barbara.hill502@slingacademy.com,(715)609-7182x950,Female,35,"Sales professional, IT",14,129000,Finance,
David,Jones,david.jones210@slingacademy.com,525-394-8856x1665,Male,31,Special effects artist,13,116670,Operations,Arabic
Christopher,Ross,christopher.ross820@slingacademy.com,001-887-687-7775x7942,Male,28,"Journalist, broadcasting",7,116670,Operations,Mandarin
David,Medina,david.medina510@slingacademy.com,+1-238-826-3312x5561,Male,24,Corporate investment banker,7,61239,Administrative,"Arabic, Korean"
Kenneth,Bullock,kenneth.bullock461@slingacademy.com,(488)573-3515x14798,Male,48,"Teacher, primary school",10,61239,Administrative,"Hindi, Korean"
梅,黄,梅.黄221@slingacademy.com,(413)698-4618x03345,Female,25,Plant breeder/geneticist,6,116670,Operations,"Hindi, Arabic"
Amani,Chatterjee,amani.chatterjee708@slingacademy.com,974.274.9912,Male,52,"Engineer, civil (consulting)",2,149000,Product,"Spanish, Mandarin"
Raghav,Venkataraman,raghav.venkataraman806@slingacademy.com,(522)602-3030x8507,Female,42,Fashion designer,2,101420,Sales,"Mandarin, Tagalog"
Kristy,Harrington,kristy.harrington57@slingacademy.com,001-721-899-3677x25086,Female,26,"Librarian, public",2,149000,Product,
Bhamini,Sant,bhamini.sant299@slingacademy.com,001-482-714-4114x86264,Female,61,Commercial art gallery manager,9,149000,Product,"Korean, Hindi"
Jennifer,Miller,jennifer.miller343@slingacademy.com,001-925-869-1986x586,Female,66,Field trials officer,14,61239,Administrative,Spanish
Andrew,Collins,andrew.collins681@slingacademy.com,281-696-4397x15166,Male,65,Market researcher,12,149000,Product,Mandarin
Tanya,Murray,tanya.murray208@slingacademy.com,5085815723,Female,49,Community pharmacist,7,129000,Finance,Spanish
Ashley,Sullivan,ashley.sullivan248@slingacademy.com,+1-384-473-7699x909,Female,68,Training and development officer,12,116670,Operations,
Adah,Chahal,adah.chahal777@slingacademy.com,4392937428,Female,29,Legal executive,9,101420,Sales,"Tagalog, Hindi"
Lauren,Rodriguez,lauren.rodriguez472@slingacademy.com,(304)216-1176x8585,Female,24,Camera operator,15,149000,Product,"Tagalog, Tagalog"
Yasmin,Subramanian,yasmin.subramanian13@slingacademy.com,001-928-830-7872x2527,Male,53,"Runner, broadcasting/film/video",4,116670,Operations,Mandarin
Melissa,Smith,melissa.smith502@slingacademy.com,001-364-381-5239x56194,Female,27,Magazine features editor,2,78000,Marketing,"Hindi, Spanish"
Connie,Smith,connie.smith774@slingacademy.com,345-836-9394x582,Female,29,"Designer, textile",14,85000,Human Resource,
Jeremy,Smith,jeremy.smith272@slingacademy.com,685.463.3591x4977,Male,48,Art gallery manager,9,78000,Marketing,Spanish
Teresa,Ryan,teresa.ryan828@slingacademy.com,(574)203-5644x44248,Female,26,Sports coach,1,78000,Marketing,Mandarin
Eshani,Grover,eshani.grover129@slingacademy.com,6883970545,Male,55,Clinical molecular geneticist,1,149000,Product,"Arabic, Arabic"
Wendy,Weber,wendy.weber854@slingacademy.com,(372)635-2362,Female,19,Wellsite geologist,4,116670,Operations,"Hindi, Arabic"
Heer,Datta,heer.datta525@slingacademy.com,+1-456-977-4658x87551,Male,25,"Psychologist, sport and exercise",4,116670,Operations,Mandarin
Riya,Gokhale,riya.gokhale48@slingacademy.com,789.870.6726,Female,30,"Surveyor, hydrographic",2,131000,I/T,
Jason,Wilson,jason.wilson402@slingacademy.com,+1-255-413-0178x5384,Male,40,Housing manager/officer,2,149000,Product,Arabic
Zoya,Ganesh,zoya.ganesh585@slingacademy.com,+1-651-608-4884x50117,Male,39,"Designer, industrial/product",2,116670,Operations,Korean
Christopher,Watson,christopher.watson143@slingacademy.com,(753)918-6149,Male,26,"Therapist, sports",10,85000,Human Resource,
Damini,Srinivas,damini.srinivas59@slingacademy.com,+1-351-262-3985,Male,60,Teaching laboratory technician,9,131000,I/T,Arabic
Isaiah,Foster,isaiah.foster813@slingacademy.com,+1-687-658-2330,Male,51,"Scientist, product/process development",7,131000,I/T,
Keya,Shan,keya.shan872@slingacademy.com,807-690-5656x40267,Male,35,Volunteer coordinator,1,101420,Sales,Spanish
Morgan,Willis,morgan.willis437@slingacademy.com,582.494.4825,Female,64,Garment/textile technologist,10,90000,Legal,Mandarin
Bradley,Rivas,bradley.rivas539@slingacademy.com,+1-772-671-9643x4665,Male,31,Call centre manager,15,61239,Administrative,"Mandarin, Hindi"
Monica,Cox,monica.cox483@slingacademy.com,9394288000,Female,48,Geoscientist,3,131000,I/T,Arabic
Jennifer,Baker,jennifer.baker967@slingacademy.com,3406314386,Female,57,Operational investment banker,9,131000,I/T,
Rasha,Chaudhari,rasha.chaudhari735@slingacademy.com,(725)359-8307x569,Female,21,Building services engineer,11,78000,Marketing,
Jayan,Hans,jayan.hans725@slingacademy.com,912-248-8847x33623,Female,46,Operations geologist,8,131000,I/T,Korean
Ernest,Fisher,ernest.fisher290@slingacademy.com,(825)600-8206x042,Male,43,"Therapist, drama",9,101420,Sales,
Dennis,Miller,dennis.miller803@slingacademy.com,+1-839-224-5750,Male,18,Administrator,14,129000,Finance,"Mandarin, Spanish"
Rebecca,Nelson,rebecca.nelson744@slingacademy.com,218-257-4540x233,Female,35,Careers information officer,12,116670,Operations,"Tagalog, Tagalog"
Eshani,Sarna,eshani.sarna974@slingacademy.com,698-479-4748x56665,Female,36,"Designer, television/film set",6,61239,Administrative,Arabic
Andrew,Robinson,andrew.robinson380@slingacademy.com,803-641-6731x20450,Male,40,Accommodation manager,14,116670,Operations,"Korean, Korean"
Beverly,Baker,beverly.baker246@slingacademy.com,474-652-2698x590,Female,33,Paramedic,5,85000,Human Resource,Tagalog
Lauren,Ward,lauren.ward888@slingacademy.com,371-968-9248,Female,43,Nature conservation officer,3,61239,Administrative,
Ashley,Pitts,ashley.pitts56@slingacademy.com,001-327-974-3815,Female,49,Outdoor activities/education manager,1,149000,Product,"Korean, Arabic"
Rohan,Kade,rohan.kade428@slingacademy.com,001-391-583-2388x0875,Male,54,"Engineer, manufacturing systems",7,101420,Sales,"Mandarin, Hindi"
Rasha,Kashyap,rasha.kashyap627@slingacademy.com,(931)320-3856,Male,57,Educational psychologist,12,78000,Marketing,"Korean, Korean"
Matthew,Brown,matthew.brown230@slingacademy.com,(511)328-6024,Male,52,Trade union research officer,3,149000,Product,Mandarin
Lucas,Rangel,lucas.rangel445@slingacademy.com,(798)717-2341x62036,Male,42,Equities trader,7,90000,Legal,
Kimaya,Bobal,kimaya.bobal777@slingacademy.com,858-796-6071x70811,Male,40,Photographer,11,149000,Product,
Kenneth,Snyder,kenneth.snyder794@slingacademy.com,607-958-3500,Male,69,Community development worker,15,116670,Operations,
坤,刘,坤.刘206@slingacademy.com,(652)593-6540x61561,Male,69,Proofreader,14,85000,Human Resource,"Hindi, Hindi"
Kiara,Deo,kiara.deo383@slingacademy.com,243.765.9853x00949,Female,36,Trade union research officer,5,149000,Product,"Hindi, Korean"
Vihaan,Kalla,vihaan.kalla315@slingacademy.com,396.328.2387,Female,52,Data scientist,13,116670,Operations,Korean
Indranil,Ravel,indranil.ravel919@slingacademy.com,626-463-7772x41204,Male,38,Animal nutritionist,5,131000,I/T,"Spanish, Arabic"
杨,李,杨.李7@slingacademy.com,+1-791-359-0643x1589,Male,20,Armed forces training and education officer,1,85000,Human Resource,"Spanish, Arabic"
Kevin,Morales,kevin.morales933@slingacademy.com,396.377.4424x26768,Male,53,Actuary,14,61239,Administrative,"Tagalog, Tagalog"
Dhanuk,Dyal,dhanuk.dyal428@slingacademy.com,935-607-2637x0197,Female,23,"Restaurant manager, fast food",11,61239,Administrative,"Arabic, Hindi"
James,Ward,james.ward99@slingacademy.com,+1-941-247-6509,Male,46,Geochemist,6,116670,Operations,"Mandarin, Tagalog"
Jhanvi,Wali,jhanvi.wali229@slingacademy.com,(934)408-4281x578,Male,20,Industrial buyer,13,149000,Product,
Jayan,Dutta,jayan.dutta496@slingacademy.com,933.874.2062,Female,20,Ecologist,10,61239,Administrative,Mandarin
Heather,Smith,heather.smith936@slingacademy.com,001-492-756-2138x92066,Female,29,"Scientist, research (medical)",5,61239,Administrative,Tagalog
Ranbir,Mani,ranbir.mani480@slingacademy.com,200-821-8099x18999,Male,36,"Accountant, chartered certified",10,131000,I/T,Hindi
Alejandro,Park,alejandro.park886@slingacademy.com,524-756-0382x34837,Male,40,Commercial/residential surveyor,11,129000,Finance,
Mary,Garcia,mary.garcia678@slingacademy.com,521-444-3714,Female,68,"Scientist, biomedical",8,116670,Operations,
Hannah,Howell,hannah.howell930@slingacademy.com,956-436-4827,Female,57,Art therapist,11,129000,Finance,"Hindi, Tagalog"
Haley,Garcia,haley.garcia264@slingacademy.com,(396)835-9419,Female,64,Patent attorney,9,90000,Legal,Korean
Angela,Carroll,angela.carroll260@slingacademy.com,570-573-5717x138,Female,67,Hospital doctor,7,90000,Legal,Mandarin
Cynthia,Wong,cynthia.wong581@slingacademy.com,(309)933-7097x55516,Female,60,Multimedia specialist,2,90000,Legal,Tagalog
Robert,Marsh,robert.marsh99@slingacademy.com,677-489-5651x09345,Male,18,Film/video editor,1,78000,Marketing,
Randy,Walker,randy.walker611@slingacademy.com,875-825-7377,Male,61,International aid/development worker,12,149000,Product,
婷,杨,婷.杨878@slingacademy.com,001-515-223-4296x12585,Female,66,"Surveyor, land/geomatics",15,85000,Human Resource,
Robert,Fitzpatrick,robert.fitzpatrick774@slingacademy.com,608.986.7733x48782,Male,27,Tourism officer,4,78000,Marketing,Mandarin
Deborah,Griffin,deborah.griffin509@slingacademy.com,(822)506-6242,Female,64,"Surveyor, building control",12,116670,Operations,
Shelly,Simon,shelly.simon642@slingacademy.com,7606918981,Female,65,Environmental health practitioner,10,90000,Legal,"Hindi, Mandarin"
Rose,Watson,rose.watson28@slingacademy.com,2315057792,Female,57,Intelligence analyst,12,116670,Operations,Hindi
Melanie,Lopez,melanie.lopez323@slingacademy.com,726-429-4437,Female,38,"Administrator, charities/voluntary organisations",11,131000,I/T,"Arabic, Arabic"
Frank,Taylor,frank.taylor266@slingacademy.com,471.544.3162,Male,43,TEFL teacher,2,131000,I/T,Arabic
Karen,Johnson,karen.johnson452@slingacademy.com,706.232.1615x79029,Female,23,Secretary/administrator,11,85000,Human Resource,Mandarin
Riaan,Acharya,riaan.acharya342@slingacademy.com,(918)371-3669,Male,67,Holiday representative,6,129000,Finance,Korean
Kenneth,Simmons,kenneth.simmons933@slingacademy.com,+1-884-233-7734x683,Male,67,Publishing rights manager,8,78000,Marketing,Mandarin
Tammy,Bennett,tammy.bennett347@slingacademy.com,001-444-613-4669x18013,Female,50,Probation officer,15,116670,Operations,Hindi
Brett,Davis,brett.davis572@slingacademy.com,001-560-578-8033,Male,18,Network engineer,10,101420,Sales,Tagalog
Jivika,Tandon,jivika.tandon509@slingacademy.com,295.205.5765,Male,56,"Pharmacist, community",3,116670,Operations,
Laura,Hoffman,laura.hoffman317@slingacademy.com,+1-453-512-5586x482,Female,62,Equality and diversity officer,8,90000,Legal,Spanish
Jeremiah,Parker,jeremiah.parker149@slingacademy.com,(466)805-2222x1522,Male,22,"Geologist, engineering",5,131000,I/T,
